10076,1,ransac,n,1.345
10076,1,bayes,n,1.191
10076,1,theilsen,n,1.19
10076,1,quantile,n,1.694
10076,1,tukey,n,1.174
4902,1,tukey,n,-1.369
4902,1,bayes,n,-1.311
4902,1,quantile,n,-2.066
4902,1,ransac,n,-1.311
4902,1,theilsen,n,-1.881
51604,1,quantile,n,0.214
51604,1,theilsen,n,0.273
51604,1,bayes,n,0.535
51604,1,ransac,n,0.044
51604,1,tukey,n,0.444
27271,1,ransac,n,-2.082
27271,2,ransac,n,-0.162
27271,1,tukey,n,-2.032
27271,2,tukey,n,-0.596
27271,1,bayes,n,-1.88
27271,2,bayes,n,0.194
27271,1,quantile,n,-2.528
27271,2,quantile,n,-0.112
27271,1,theilsen,n,-2.213
27271,2,theilsen,n,-0.001
25901,1,quantile,n,0.119
25901,1,ransac,n,-0.212
25901,1,tukey,n,-0.165
25901,1,bayes,n,-0.292
25901,1,theilsen,n,0.322
11597,1,bayes,n,1.082
11597,1,ransac,n,0.493
11597,1,tukey,n,0.94
11597,1,theilsen,n,0.711
11597,1,quantile,n,0.607
5186,1,ransac,n,0.469
5186,1,tukey,n,-0.049
5186,1,bayes,n,0.098
5186,1,theilsen,n,-0.049
5186,1,quantile,n,0.224
15601,1,bayes,n,-1.814
15601,1,ransac,n,-1.746
15601,1,theilsen,n,-1.732
15601,1,quantile,n,-2.077
15601,1,tukey,n,-1.79
11092,1,bayes,n,1.807
11092,1,quantile,n,1.069
11092,1,ransac,n,1.109
11092,1,theilsen,n,1.208
11092,1,tukey,n,1.726
7240,1,theilsen,n,1.88
7240,1,ransac,n,2.4
7240,1,quantile,n,1.483
7240,1,bayes,n,1.7
7240,1,tukey,n,1.802
25866,1,ransac,n,4.598
25866,1,theilsen,n,3.905
25866,1,bayes,n,4.106
25866,1,quantile,n,3.688
25866,1,tukey,n,4.236
4321,1,ransac,n,1.255
4321,1,bayes,n,1.863
4321,1,quantile,n,1.52
4321,1,theilsen,n,1.436
4321,1,tukey,n,1.82
7235,1,theilsen,n,-0.629
7235,1,bayes,n,-0.773
7235,1,ransac,n,-0.319
7235,1,tukey,n,-1.066
7235,1,quantile,n,-0.453
25337,1,theilsen,n,0.312
25337,1,tukey,n,0.329
25337,1,quantile,n,0.225
25337,1,bayes,n,0.395
25337,1,ransac,n,0.093
25265,1,bayes,n,1.243
25265,1,quantile,n,1.342
25265,1,theilsen,n,0.982
25265,1,ransac,n,1.337
25265,1,tukey,n,1.155
11544,1,tukey,n,-4.942
11544,2,tukey,n,-6.402
11544,1,ransac,n,-5.585
11544,2,ransac,n,-6.834
11544,1,quantile,n,-6.309
11544,2,quantile,n,-6.121
11544,1,bayes,n,-4.084
11544,2,bayes,n,-4.8
11544,1,theilsen,n,-6.058
11544,2,theilsen,n,-5.168
52025,1,ransac,n,2.255
52025,1,bayes,n,2.147
52025,1,tukey,n,2.195
52025,1,theilsen,n,1.501
52025,1,quantile,n,0.899
6098,1,bayes,n,1.366
6098,2,bayes,n,1.174
6098,3,bayes,n,1.145
6098,1,tukey,n,1.401
6098,2,tukey,n,1.273
6098,3,tukey,n,1.14
6098,1,theilsen,n,1.346
6098,2,theilsen,n,1.31
6098,3,theilsen,n,1.253
6098,1,quantile,n,1.594
6098,2,quantile,n,1.433
6098,3,quantile,n,1.388
6098,1,ransac,n,1.53
6098,2,ransac,n,1.148
6098,3,ransac,n,1.094
17390,1,theilsen,n,0.296
17390,1,quantile,n,-0.176
17390,1,ransac,n,1.797
17390,1,bayes,n,0.315
17390,1,tukey,n,0.035
25263,1,tukey,n,0.978
25263,1,ransac,n,1.329
25263,1,quantile,n,0.808
25263,1,bayes,n,0.995
25263,1,theilsen,n,0.924
51890,1,ransac,n,0.582
51890,1,quantile,n,0.78
51890,1,tukey,n,0.864
51890,1,theilsen,n,0.857
51890,1,bayes,n,0.888
30921,1,tukey,n,-0.805
30921,1,bayes,n,-0.656
30921,1,quantile,n,-2.443
30921,1,ransac,n,-0.651
30921,1,theilsen,n,1.796
7189,1,theilsen,n,-1.051
7189,2,theilsen,n,-0.709
7189,1,tukey,n,-0.595
7189,2,tukey,n,-0.364
7189,1,quantile,n,-0.945
7189,2,quantile,n,-0.236
7189,1,bayes,n,-0.472
7189,2,bayes,n,-0.305
7189,1,ransac,n,-0.43
7189,2,ransac,n,-0.873
25038,1,theilsen,n,0.435
25038,1,ransac,n,-0.077
25038,1,tukey,n,0.148
25038,1,quantile,n,0.71
25038,1,bayes,n,0.448
51977,1,tukey,n,0.897
51977,1,bayes,n,0.966
51977,1,theilsen,n,0.767
51977,1,quantile,n,0.78
51977,1,ransac,n,1.035
7325,1,quantile,n,0.01
7325,1,theilsen,n,0.326
7325,1,bayes,n,0.89
7325,1,tukey,n,1.069
7325,1,ransac,n,1.162
17008,1,tukey,n,-0.94
17008,1,bayes,n,-0.943
17008,1,ransac,n,-1.406
17008,1,quantile,n,-0.989
17008,1,theilsen,n,-1.014
11429,1,quantile,n,0.046
11429,1,ransac,n,-0.244
11429,1,tukey,n,-0.386
11429,1,bayes,n,-0.565
11429,1,theilsen,n,-0.18
6224,1,ransac,n,4.513
6224,1,tukey,n,4.774
6224,1,bayes,n,4.513
6224,1,theilsen,n,4.515
6224,1,quantile,n,4.277
10314,1,theilsen,n,-0.11
10314,1,bayes,n,0.25
10314,1,tukey,n,0.117
10314,1,ransac,n,0.529
10314,1,quantile,n,-1.122
28097,1,theilsen,n,-0.669
28097,1,quantile,n,-0.764
28097,1,ransac,n,-0.926
28097,1,tukey,n,-0.878
28097,1,bayes,n,-0.878
50329,1,tukey,n,0.715
50329,1,bayes,n,0.704
50329,1,ransac,n,0.708
50329,1,quantile,n,0.211
50329,1,theilsen,n,0.81
11169,1,quantile,n,-0.756
11169,1,bayes,n,0.209
11169,1,ransac,n,0.416
11169,1,tukey,n,0.185
11169,1,theilsen,n,-0.312
26982,1,theilsen,n,0.697
26982,1,tukey,n,1.458
26982,1,bayes,n,1.419
26982,1,ransac,n,1.233
26982,1,quantile,n,-0.058
28057,1,theilsen,n,-0.858
28057,1,quantile,n,-0.881
28057,1,bayes,n,-1.164
28057,1,tukey,n,-1.154
28057,1,ransac,n,-2.027
15707,1,quantile,n,1.189
15707,1,bayes,n,1.073
15707,1,theilsen,n,1.251
15707,1,tukey,n,1.078
15707,1,ransac,n,1.24
28056,1,bayes,n,-1.221
28056,1,quantile,n,-0.795
28056,1,tukey,n,-1.163
28056,1,theilsen,n,-0.919
28056,1,ransac,n,-1.24
10154,1,quantile,n,-0.096
10154,1,theilsen,n,0.576
10154,1,bayes,n,1.044
10154,1,tukey,n,0.756
10154,1,ransac,n,1.413
15933,1,theilsen,n,-0.985
15933,1,tukey,n,-0.986
15933,1,ransac,n,-2.135
15933,1,quantile,n,-0.81
15933,1,bayes,n,-1.218
4131,1,quantile,n,4.78
4131,1,bayes,n,4.76
4131,1,tukey,n,5.439
4131,1,ransac,n,2.426
4131,1,theilsen,n,3.491
16339,1,bayes,n,0.7
16339,1,theilsen,n,0.215
16339,1,quantile,n,1.026
16339,1,tukey,n,0.645
16339,1,ransac,n,-0.133
34640,1,quantile,n,-1.265
34640,1,tukey,n,-1.856
34640,1,bayes,n,-1.727
34640,1,ransac,n,-1.976
34640,1,theilsen,n,-1.349
27191,1,ransac,n,0.267
27191,1,tukey,n,0.089
27191,1,theilsen,n,-0.323
27191,1,quantile,n,0.721
27191,1,bayes,n,0.085
17139,1,quantile,n,0.779
17139,1,ransac,n,0.209
17139,1,theilsen,n,0.589
17139,1,tukey,n,0.61
17139,1,bayes,n,0.555
4575,1,ransac,n,0.209
4575,1,bayes,n,-0.594
4575,1,theilsen,n,-0.716
4575,1,tukey,n,-0.699
4575,1,quantile,n,-1.096
10111,1,tukey,n,0.598
10111,1,ransac,n,0.568
10111,1,bayes,n,-0.164
10111,1,theilsen,n,0.349
10111,1,quantile,n,0.395
10285,1,theilsen,n,-0.236
10285,1,bayes,n,-0.163
10285,1,tukey,n,0.046
10285,1,ransac,n,-0.029
10285,1,quantile,n,-0.136
51613,1,quantile,n,0.681
51613,1,tukey,n,0.929
51613,1,ransac,n,0.948
51613,1,bayes,n,1.101
51613,1,theilsen,n,1.03
52090,1,theilsen,n,-2.835
52090,1,ransac,n,-2.621
52090,1,tukey,n,-2.814
52090,1,quantile,n,-2.561
52090,1,bayes,n,-1.454
30744,1,ransac,n,-3.515
30744,1,tukey,n,-3.426
30744,1,quantile,n,-3.427
30744,1,theilsen,n,-3.451
30744,1,bayes,n,-3.366
15298,1,quantile,n,0.664
15298,1,bayes,n,0.686
15298,1,tukey,n,0.641
15298,1,ransac,n,0.548
15298,1,theilsen,n,0.617
27122,1,ransac,n,0.434
27122,1,quantile,n,0.398
27122,1,tukey,n,0.186
27122,1,theilsen,n,0.204
27122,1,bayes,n,0.044
19710,1,ransac,n,-0.288
19710,1,theilsen,n,-0.204
19710,1,quantile,n,-0.594
19710,1,tukey,n,0.083
19710,1,bayes,n,0.412
6503,1,bayes,n,0.662
6503,1,quantile,n,0.17
6503,1,theilsen,n,0.129
6503,1,ransac,n,0.029
6503,1,tukey,n,0.516
7259,1,tukey,n,0.488
7259,1,theilsen,n,0.071
7259,1,bayes,n,0.437
7259,1,quantile,n,0.515
7259,1,ransac,n,0.717
7172,1,theilsen,n,0.214
7172,1,tukey,n,0.875
7172,1,quantile,n,0.256
7172,1,ransac,n,-0.002
7172,1,bayes,n,0.985
18757,1,ransac,n,0.501
18757,1,theilsen,n,1.49
18757,1,quantile,n,0.754
18757,1,bayes,n,0.567
17414,1,tukey,n,0.643
17414,1,bayes,n,0.698
17414,1,quantile,n,-0.535
17414,1,ransac,n,0.219
17414,1,theilsen,n,-0.317
18774,1,bayes,n,-0.397
18774,1,theilsen,n,-0.447
18774,1,tukey,n,-0.541
18774,1,quantile,n,-0.469
18774,1,ransac,n,0.251
5484,1,tukey,n,2.437
5484,1,bayes,n,2.479
5484,1,quantile,n,2.09
5484,1,theilsen,n,2.2
5484,1,ransac,n,2.61
27461,1,tukey,n,1.042
27461,1,quantile,n,0.896
27461,1,bayes,n,1.085
27461,1,theilsen,n,0.837
27461,1,ransac,n,1.115
5942,1,bayes,n,-0.025
5942,1,ransac,n,-0.753
5942,1,theilsen,n,-0.321
5942,1,quantile,n,-0.288
5942,1,tukey,n,-0.02
10194,1,theilsen,n,0.405
10194,1,quantile,n,0.516
10194,1,bayes,n,0.524
10194,1,tukey,n,0.565
10194,1,ransac,n,0.309
26886,1,bayes,n,-2.863
26886,1,ransac,n,-2.693
26886,1,quantile,n,-2.29
26886,1,theilsen,n,-2.347
26886,1,tukey,n,-2.907
30424,1,tukey,n,-1.265
30424,1,theilsen,n,-0.644
30424,1,quantile,n,-1.277
30424,1,ransac,n,0.58
30424,1,bayes,n,-1.325
34361,1,tukey,n,-2.703
34361,1,quantile,n,-2.77
34361,1,bayes,n,-2.396
34361,1,ransac,n,-1.754
34361,1,theilsen,n,-2.583
51548,1,quantile,n,0.306
51548,1,bayes,n,0.413
51548,1,theilsen,n,0.266
51548,1,tukey,n,0.803
51548,1,ransac,n,0.405
28086,1,theilsen,n,1.435
28086,1,ransac,n,1.523
28086,1,quantile,n,1.412
28086,1,bayes,n,1.661
28086,1,tukey,n,1.674
4707,1,tukey,n,2.253
4707,1,theilsen,n,1.351
4707,1,quantile,n,1.319
