4726,-0.35,,0.03,-0.145,,-0.07,-0.744,,,-0.541,,,-0.091,,,-0.611,,,-0.695,,
4727,0.06,,-0.12,0.095,,-0.12,0.159,,,0.135,,,0.163,,,0.107,,,0.268,,
4736,0.48,,0.06,0.395,,0.02,0.447,,,0.449,,,0.562,,,0.311,,,0.521,,
4766,0.14,0.25,0.02,0.17,-0.21,0.04,0.245,0.262,,0.199,0.201,,0.064,0.02,,0.216,0.254,,0.234,0.25,
4773,-0.19,0.64,,-0.13,0.0,,-0.235,0.22,,-0.136,0.253,,-0.387,0.369,,-0.128,0.241,,-0.206,0.197,
4775,0.4,0.3,-0.11,0.425,0.0,0.01,0.5,0.029,,0.514,0.427,,0.475,0.477,,0.549,0.337,,0.702,-0.099,
4782,1.67,1.83,-0.11,1.42,1.79,-0.07,1.732,2.197,,1.798,2.203,,1.808,2.382,,1.624,2.415,,1.992,2.04,
4789,0.2,-0.07,-0.12,0.12,-0.2,-0.18,-0.069,-0.527,,-0.008,-0.518,,0.061,-0.772,,-0.156,-0.76,,-0.046,-0.501,
4793,-0.1,0.21,-0.03,-0.07,-0.05,0.05,-0.043,0.497,,-0.167,0.69,,-0.002,0.699,,-0.09,0.425,,-0.08,0.527,
4796,0.01,0.34,-0.06,-0.275,-0.1,0.0,0.067,0.501,,0.07,0.638,,0.121,0.469,,0.054,0.552,,0.105,0.503,
4813,-0.34,,0.02,-0.08,,0.0,-0.385,,,-0.297,,,-0.49,,,-0.385,,,-0.361,,
4818,0.6,,0.03,0.49,,0.0,0.688,,,0.696,,,0.823,,,0.71,,,0.723,,
4827,1.54,1.91,-0.05,1.705,1.4,0.02,1.552,1.864,,1.594,1.871,,1.494,1.936,,1.624,1.764,,1.616,1.874,
4828,1.51,1.86,-0.07,1.69,1.4,0.01,1.595,1.906,,1.602,1.902,,1.562,1.872,,1.628,1.852,,1.654,1.925,
4836,0.49,0.44,-0.15,0.59,-0.28,-0.04,0.571,0.403,,0.56,0.593,,0.533,0.561,,0.604,0.682,,0.603,0.362,
4848,0.37,0.54,-0.06,0.365,0.09,0.03,0.342,0.312,,0.316,0.434,,0.416,0.271,,0.338,0.412,,0.342,0.274,
4854,-0.05,0.31,-0.07,-0.02,-0.01,0.03,-0.043,-0.037,,-0.044,0.11,,-0.022,-0.086,,0.02,0.063,,-0.023,-0.156,
4857,0.42,0.53,-0.08,0.605,0.84,-0.1,0.396,0.383,,0.448,0.492,,0.398,0.575,,0.622,0.744,,0.364,0.181,
4858,2.84,,0.04,2.53,,0.0,2.875,,,2.866,,,2.717,,,3.004,,,3.128,,
4860,-0.21,0.23,0.04,-0.185,-0.33,0.03,-0.184,0.169,,-0.22,0.049,,-0.24,0.212,,-0.186,0.036,,-0.17,0.094,
4863,2.97,,0.0,2.8,,0.0,2.922,,,2.908,,,2.927,,,2.906,,,2.933,,
4869,3.03,,0.09,2.7,,-0.03,3.018,,,3.033,,,2.991,,,2.948,,,2.954,,
4885,0.84,0.13,,0.89,-0.04,,0.877,0.242,,0.854,0.347,,0.812,0.014,,0.809,0.331,,0.837,0.213,
4893,0.77,0.63,-0.01,0.865,-0.08,0.03,1.03,0.735,,0.939,0.564,,1.211,0.893,,0.958,0.57,,1.078,0.795,
4895,0.17,0.77,0.02,0.165,-0.02,0.12,0.029,0.779,,0.004,0.888,,0.131,0.535,,0.007,0.887,,-0.066,1.007,
4898,-0.1,0.09,0.0,0.075,0.32,-0.05,0.012,0.255,,-0.035,0.298,,-0.022,0.475,,-0.075,0.233,,-0.038,0.223,
4899,0.22,,-0.09,0.405,,-0.02,0.268,,,0.299,,,0.242,,,0.457,,,0.227,,
4909,0.09,,-0.16,0.135,,-0.06,0.136,,,0.274,,,0.078,,,0.337,,,0.216,,
4911,-0.94,,-0.08,-0.675,,0.0,-1.023,,,-1.018,,,-0.834,,,-0.783,,,-1.074,,
4912,-0.82,,-0.06,-0.61,,-0.04,-1.015,,,-1.03,,,-0.992,,,-0.84,,,-1.037,,
4931,-0.94,,-0.1,-0.675,,-0.03,-1.023,,,-1.018,,,-0.834,,,-0.783,,,-1.074,,
4938,-0.15,0.0,0.0,0.02,-0.03,-0.08,0.053,0.177,,-0.089,0.057,,0.014,-0.275,,-0.023,0.109,,-0.048,0.184,
4941,-0.33,,0.1,-0.365,,0.05,-0.393,,,-0.335,,,-0.357,,,-0.376,,,-0.419,,
4944,0.92,0.36,0.0,1.095,0.53,-0.01,0.756,0.637,,0.874,0.863,,0.53,0.922,,1.008,1.045,,0.91,0.732,
4945,0.03,-0.12,0.03,-0.035,-0.07,0.0,0.111,0.657,,0.082,0.55,,-0.119,0.746,,0.197,0.5,,0.081,0.709,
4952,2.15,2.28,-0.02,1.95,1.56,0.0,2.188,2.407,,2.314,2.496,,2.342,2.329,,2.238,2.219,,2.24,2.373,
4955,-0.07,-0.01,-0.06,0.05,0.14,-0.05,0.066,-0.046,,-0.017,-0.081,,-0.062,-0.278,,0.042,-0.098,,-0.117,-0.228,
4957,-0.4,0.03,0.02,-0.425,0.07,0.01,-0.312,0.091,,-0.42,0.033,,-0.483,-0.178,,-0.286,-0.203,,-0.298,0.028,
4959,2.07,2.04,-0.01,1.96,2.42,-0.01,2.112,2.398,,2.106,2.367,,2.08,2.535,,2.121,2.4,,2.124,2.326,
4961,0.39,0.55,-0.1,0.055,0.6,-0.07,0.373,0.986,,0.319,0.922,,-0.108,1.274,,0.328,0.887,,0.358,0.975,
4964,0.77,0.91,-0.1,0.66,0.39,-0.09,0.795,0.836,,0.752,0.898,,0.697,1.236,,0.865,1.021,,0.877,0.821,
4969,1.69,,-0.06,1.575,,-0.04,1.882,,,1.704,,,1.934,,,1.779,,,1.889,,
4972,0.39,0.61,-0.01,0.535,0.65,0.01,-0.003,0.609,,0.381,1.507,,0.266,1.338,,0.075,0.995,,-0.012,0.62,
4974,0.28,0.38,-0.08,-0.08,0.2,-0.07,0.277,0.785,,0.229,0.667,,0.353,0.732,,0.258,0.83,,0.17,0.451,
4981,0.03,0.31,0.01,0.01,-0.19,0.09,0.178,0.279,,0.065,0.042,,0.271,0.532,,0.211,0.315,,0.15,0.287,
4983,0.85,0.41,,0.44,0.18,,0.653,0.433,,0.577,0.402,,0.597,0.386,,0.604,0.446,,0.639,0.461,
4987,0.68,0.06,,0.7,0.21,,0.706,0.126,,0.658,0.075,,0.677,0.006,,0.671,0.081,,0.707,0.151,
4989,-0.04,,-0.01,-0.215,,-0.03,-0.119,,,-0.031,,,-0.184,,,0.032,,,-0.164,,
4991,-0.04,,-0.03,-0.39,,-0.06,0.506,,,0.084,,,0.695,,,0.38,,,0.473,,
4994,0.11,,-0.03,-0.05,,-0.03,-0.138,,,0.011,,,-0.148,,,0.003,,,0.205,,
4996,-0.27,-0.26,-0.04,-0.175,0.24,-0.04,-0.401,-0.134,,-0.474,0.019,,-0.45,-0.023,,-0.303,-0.26,,-0.434,-0.088,
4998,2.1,2.58,-0.08,2.14,1.93,0.0,2.315,3.296,,2.207,3.106,,2.221,2.771,,2.225,3.36,,2.226,3.275,
5000,0.32,,-0.1,0.495,,-0.02,0.305,,,0.253,,,0.544,,,0.358,,,0.23,,
5004,-0.1,,0.0,-0.215,,-0.03,0.082,0.306,,0.063,0.215,,0.3,0.362,,0.037,0.298,,0.159,0.291,
5008,-0.18,-0.17,,-0.25,-0.25,,-0.951,-0.614,,-0.007,-0.2,,-0.067,-0.276,,-0.825,-0.604,,0.023,-0.166,
5009,-0.24,0.16,-0.06,-0.31,-0.03,-0.04,-0.098,0.31,,-0.075,0.019,,-0.094,0.199,,-0.063,-0.061,,-0.08,0.319,
5010,-0.01,0.16,-0.12,-0.15,-0.06,-0.03,0.016,0.589,,-0.048,0.605,,-0.163,0.773,,-0.003,0.713,,-0.056,0.564,
5018,-0.02,0.02,-0.1,0.04,-0.03,-0.18,-0.156,0.076,,-0.136,0.133,,-0.265,0.054,,-0.059,0.251,,-0.137,0.162,
5022,0.1,,-0.19,0.175,,-0.1,-0.248,,,-0.037,,,0.013,,,-0.271,,,-0.229,,
5027,-0.07,1.11,-0.03,-0.515,-0.29,-0.05,-0.043,0.96,,-0.08,1.168,,0.08,0.984,,0.11,0.801,,-0.024,0.954,
5042,-0.15,,-0.05,-0.08,,-0.06,-0.061,,,-0.171,,,-0.055,,,0.009,,,-0.037,,
5044,-0.07,,-0.07,-0.065,,0.03,-0.091,,,-0.118,,,-0.005,,,0.072,,,-0.051,,
5051,0.44,,-0.1,0.255,,-0.02,0.503,,,0.41,,,0.343,,,0.412,,,0.444,,
5053,-0.37,,0.0,-0.305,,0.02,-0.462,,,-0.38,,,-0.415,,,-0.321,,,-0.446,,
5056,0.09,,0.07,0.225,,0.02,0.513,0.206,,0.217,0.071,,0.4,0.121,,0.679,0.221,,0.573,0.198,
5058,-0.23,0.09,0.01,-0.17,0.07,-0.01,-0.162,0.535,,-0.245,0.617,,-0.218,0.408,,-0.227,0.697,,-0.244,0.339,
5059,-0.49,,,0.225,,,-0.395,,,-0.43,,,-0.46,,,-0.43,,,-0.362,,
5060,0.77,0.3,-0.04,0.58,0.04,0.02,0.595,0.008,,0.719,0.25,,0.553,0.257,,0.633,0.146,,0.68,0.006,
5067,-0.1,,-0.01,-0.1,,-0.02,-0.233,,,-0.231,,,-0.076,,,-0.16,,,-0.217,,
5070,0.47,0.28,0.02,0.31,0.03,0.04,0.235,0.725,,0.28,0.781,,0.306,0.522,,0.245,0.729,,0.322,0.692,
5071,0.16,,0.02,-0.015,,-0.07,-0.323,,,-0.323,,,-0.162,,,-0.382,,,-0.196,,
5073,0.08,,-0.06,0.345,,-0.02,0.24,,,0.112,,,0.482,,,0.161,,,0.38,,
5075,0.0,0.32,0.0,-0.035,0.08,0.01,0.16,0.122,,-0.06,0.142,,0.266,0.265,,0.015,0.118,,0.121,0.194,
5077,-0.19,0.35,-0.1,-0.26,-0.7,-0.01,-0.311,0.52,,-0.279,0.322,,-0.117,0.061,,-0.394,0.138,,-0.278,0.195,
5104,-0.09,0.02,-0.13,-0.35,-0.48,-0.02,-0.116,0.492,,-0.148,0.72,,-0.164,0.312,,-0.204,0.763,,-0.085,0.5,
5105,-0.09,,0.02,-0.065,,-0.01,-0.159,,,-0.306,,,-0.188,,,-0.311,,,-0.142,,
5128,0.06,,0.14,0.015,,0.1,0.118,,,-0.086,,,0.009,,,0.084,,,-0.092,,
5129,-0.06,,0.01,-0.1,,0.08,-0.233,,,-0.017,,,0.031,,,0.051,,,0.009,,
5130,-0.14,,-0.04,-0.325,,-0.06,-0.139,,,-0.213,,,-0.116,,,-0.093,,,-0.113,,
5131,-0.19,0.07,-0.06,-0.135,-0.33,-0.04,0.099,-0.016,,-0.019,0.014,,0.141,0.083,,-0.024,-0.206,,0.059,-0.005,
5142,-0.37,-0.25,-0.03,-0.605,-0.13,-0.05,-0.449,-0.056,,-0.43,-0.125,,-0.531,0.087,,-0.325,-0.005,,-0.432,-0.023,
5155,0.81,,-0.16,0.515,,-0.07,0.79,,,0.757,,,0.842,,,0.547,,,0.761,,
5161,0.75,,,0.67,,,0.819,,,0.763,,,0.866,,,0.831,,,0.822,,
5165,-0.37,0.52,-0.08,-0.39,0.06,-0.01,-0.551,0.48,,-0.6,0.631,,-0.591,0.759,,-0.586,0.556,,-0.581,0.39,
5166,-0.62,,-0.12,-0.57,,-0.14,-0.403,,,-0.392,,,-0.453,,,-0.382,,,-0.417,,
5168,-0.09,,0.02,-0.065,,-0.01
5181,0.0,0.81,-0.09,-0.075,-0.18,0.01,-0.09,0.928,,-0.049,0.942,,0.04,1.034,,0.039,0.931,,-0.103,0.925,
5182,0.42,0.08,,0.415,-0.06,,0.514,0.11,,0.439,-0.055,,0.454,-0.319,,0.591,-0.116,,0.503,0.221,
5185,-0.2,0.44,-0.07,0.005,-0.05,-0.04,0.165,0.968,,-0.093,0.579,,0.177,0.799,,0.152,0.914,,0.217,0.929,
5186,-0.53,0.2,-0.01,-0.405,-0.18,0.03,-0.17,0.674,,-0.36,0.64,,-0.59,0.757,,-0.283,0.918,,-0.078,0.664,
5194,0.02,0.65,-0.07,-0.005,0.28,-0.05,0.123,0.754,,0.078,0.771,,0.2,0.864,,0.117,0.895,,0.158,0.694,
5204,0.0,,0.09,0.12,,0.03,-0.133,,,-0.108,,,-0.191,,,-0.033,,,-0.159,,
5206,-0.29,-0.23,-0.02,-0.125,0.19,-0.08,-0.04,-0.453,,-0.078,-0.263,,-0.06,-0.74,,0.04,-0.123,,-0.107,-0.482,
5208,0.51,0.3,,0.505,-0.09,,0.514,0.364,,0.611,0.371,,0.32,0.443,,0.568,0.306,,0.533,0.363,
5209,0.54,0.42,,0.555,-0.02,,0.486,0.522,,0.588,0.47,,0.573,0.47,,0.536,0.371,,0.52,0.569,
5217,0.02,,0.07,-0.14,,0.03,0.183,0.095,,0.165,0.31,,0.133,-0.196,,0.172,1.008,,0.188,0.16,
5220,-0.31,,-0.05,-0.045,,-0.01,-0.095,,,-0.237,,,-0.522,,,-0.202,,,-0.086,,
5223,-0.38,,0.01,-0.11,,0.0,-0.256,,,-0.298,,,0.072,,,-0.307,,,-0.147,,
5226,-0.16,0.39,-0.16,-0.165,0.05,0.0,-0.013,0.265,,-0.008,0.191,,-0.058,0.217,,0.077,0.166,,0.006,0.213,
5232,-0.22,0.03,-0.03,-0.2,-0.15,-0.05,-0.142,0.231,,-0.21,0.314,,-0.125,0.193,,-0.224,0.344,,-0.153,0.219,
5242,-0.66,0.21,-0.03,-0.685,-0.16,0.02,-0.6,0.49,,-0.635,0.762,,-0.569,0.721,,-0.547,0.784,,-0.61,0.468,
